"АОСР № 13","Цех окраски кузовов. Срубка свай в осях  SX6 - SX6-1/SY12 - SY13 в количестве 9 шт.","",""
"","Исполнительная схема по срубке свай в осях SX6-SX6-1-SY12-SY13. №РС-037","",""
"","","",""
"АОСР № 14","Цех окраски кузовов. Срубка свай в осях SX6 - SX 6-1/ SY13 - SY14 в количестве 9 шт.","",""
"","Исполнительная схема по срубке свай в осях SX6-SX6-1-SY1-SY14. №РС-035","",""
"","","",""
"АОСР № 15","Цех окраски кузовов. Срубка свай в осях SY17-SY16/SX7-SX8 в количестве 21 шт.","",""
"","Исполнительная схема по срубке свай в осях SY17-SY16-SX7-SX8. №РС-015","",""
"","","",""
